user,tweet,date,likes,geo,coordinates,place,user_loc,query,in_nigeria,state,party_candidate,tweet_proc,sentiment
am_BinHamzat,"rt @ubando001: if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole(…",2023-01-06 20:53:53+00:00,0,,,,Nigeria,#RecoverNigeria,True,unknown,,"rt @user if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole(…",Negative
am_BinHamzat,"rt @karagiii: if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole( s…",2023-01-06 20:52:13+00:00,0,,,,Nigeria,#RecoverNigeria,True,unknown,,"rt @user if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole( s…",Negative
AbdulwaheedA1,"rt @mmbashrex: thank you the good people of oyo, come february we will alongside alh atiku abubakar #recovernigeria from the claws of the i…",2023-01-06 20:51:33+00:00,0,,,,Kwara state,#RecoverNigeria,False,kwara,atiku_pdp,"rt @user thank you the good people of oyo, come february we will alongside alh atiku abubakar #recovernigeria from the claws of the i…",Positive
am_BinHamzat,"rt @afolayantimi22: ""the atiku okowa 2023 mobilisation campaign launches in kebbi state with a visit from alhaji bala paris, marking the be…",2023-01-06 20:50:41+00:00,0,,,,Nigeria,#RecoverNigeria,True,unknown,obi_labour,"rt @user ""the atiku okowa 2023 mobilisation campaign launches in kebbi state with a visit from alhaji bala paris, marking the be…",Neutral
am_BinHamzat,"rt @atiku4sure: if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole(…",2023-01-06 20:49:42+00:00,0,,,,Nigeria,#RecoverNigeria,True,unknown,atiku_pdp,"rt @user if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole(…",Negative
KA68299676,"rt @chosensomto: i will be a guest on ait @ait_online (dstv channel 253) tomorrow morning; january 7th, 2023, from 8am-10am.
politics segme…",2023-01-06 20:48:34+00:00,0,,,,,#RecoverNigeria,False,unknown,,"rt @user i will be a guest on ait @user (dstv channel 253) tomorrow morning; january 7th, 2023, from 8am-10am.
politics segme…",Neutral
DoshAbdul,"rt @laurentdarl: pikin wey say em mama nor go sleep, him sef nor go sleep! 

#recovernigeria https://t.co/2zdvvw3phg",2023-01-06 20:46:23+00:00,0,,,,my home town ,#RecoverNigeria,False,unknown,,"rt @user pikin wey say em mama nor go sleep, him sef nor go sleep! 

#recovernigeria http",Neutral
jakuzy,"rt @ibrahimardo1: why atiku?

atiku is an astute business man , vast with enormous knowledge and understanding of the business circle ,with…",2023-01-06 20:45:27+00:00,0,,,,Nigeria,#RecoverNigeria,True,unknown,atiku_pdp,"rt @user why atiku?

atiku is an astute business man , vast with enormous knowledge and understanding of the business circle ,with…",Positive
OladibuF,"rt @chosensomto: i will be a guest on ait @ait_online (dstv channel 253) tomorrow morning; january 7th, 2023, from 8am-10am.
politics segme…",2023-01-06 20:44:00+00:00,0,,,,"Lagos, Nigeria",#RecoverNigeria,True,lagos,,"rt @user i will be a guest on ait @user (dstv channel 253) tomorrow morning; january 7th, 2023, from 8am-10am.
politics segme…",Neutral
OladibuF,"rt @mikanoleader: ""the atiku okowa 2023 mobilization campaign launches in kebbi state with a visit from alhaji bala paris, marking the begi…",2023-01-06 20:43:31+00:00,0,,,,"Lagos, Nigeria",#RecoverNigeria,True,lagos,obi_labour,"rt @user ""the atiku okowa 2023 mobilization campaign launches in kebbi state with a visit from alhaji bala paris, marking the begi…",Neutral
Astambaya,"rt @sirdanladi: ""the atiku okowa 2023 mobilisation campaign launches in kebbi state with a visit from alhaji bala paris, marking the beginn…",2023-01-06 20:42:48+00:00,0,,,," Gusau, Kaduna, Nigeria",#RecoverNigeria,True,unknown,obi_labour,"rt @user ""the atiku okowa 2023 mobilisation campaign launches in kebbi state with a visit from alhaji bala paris, marking the beginn…",Neutral
MikanoLeader,rt @atiku4sure: a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of the…,2023-01-06 20:42:31+00:00,0,,,,,#RecoverNigeria,False,unknown,atiku_pdp,rt @user a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of the…,Neutral
Astambaya,rt @tomakor247: the sadaunan dole kaina isn't resting on his oars. the job to #recovernigeria got yet another great boost today as alh bala…,2023-01-06 20:42:23+00:00,0,,,," Gusau, Kaduna, Nigeria",#RecoverNigeria,True,unknown,,rt @user the sadaunan dole kaina isn't resting on his oars. the job to #recovernigeria got yet another great boost today as alh bala…,Positive
Astambaya,"rt @ubando001: when we say ""structure"", this is only but a bit of what we refer to. alh bala paris keeps strengthening the structure of the…",2023-01-06 20:42:01+00:00,0,,,," Gusau, Kaduna, Nigeria",#RecoverNigeria,True,unknown,,"rt @user when we say ""structure"", this is only but a bit of what we refer to. alh bala paris keeps strengthening the structure of the…",Neutral
Astambaya,"rt @abdulras3hamman: ""the atiku okowa 2023 mobilisation campaign launches in kebbi state with a visit from alhaji bala paris, marking the b…",2023-01-06 20:41:58+00:00,0,,,," Gusau, Kaduna, Nigeria",#RecoverNigeria,True,unknown,obi_labour,"rt @user ""the atiku okowa 2023 mobilisation campaign launches in kebbi state with a visit from alhaji bala paris, marking the b…",Neutral
Astambaya,"rt @tomakor247: when we say ""structure"", this is only but a bit of what we refer to. alh bala paris keeps strengthening the structure of th…",2023-01-06 20:41:49+00:00,0,,,," Gusau, Kaduna, Nigeria",#RecoverNigeria,True,unknown,,"rt @user when we say ""structure"", this is only but a bit of what we refer to. alh bala paris keeps strengthening the structure of th…",Neutral
Astambaya,"rt @jpenshior: if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole(…",2023-01-06 20:41:35+00:00,0,,,," Gusau, Kaduna, Nigeria",#RecoverNigeria,True,unknown,,"rt @user if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole(…",Negative
MikanoLeader,"rt @barhas59596600: if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala d…",2023-01-06 20:40:48+00:00,0,,,,,#RecoverNigeria,False,unknown,,"rt @user if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala d…",Negative
abdullahiisha25,"rt @abdullahiisha25: only pdp can #recovernigeria

for a debt free nigeria, vote pdp. https://t.co/npodeft1ot",2023-01-06 20:40:20+00:00,0,,,,"Kaduna state, Nigeria",#RecoverNigeria,True,kaduna,atiku_pdp,"rt @user only pdp can #recovernigeria

for a debt free nigeria, vote pdp. http",Neutral
AlhajiZanna1,"rt @pdp_newmedia: atiku's plan is the real solution to nigeria's problem. 
nigeria shall rise again with atiku. 
#recovernigeria 
#wewantpd…",2023-01-06 20:40:17+00:00,0,,,,,#RecoverNigeria,False,unknown,atiku_pdp,"rt @user atiku's plan is the real solution to nigeria's problem. 
nigeria shall rise again with atiku. 
#recovernigeria 
#wewantpd…",Positive
abdullahiisha25,"only pdp can #recovernigeria

for a debt free nigeria, vote pdp. https://t.co/npodeft1ot",2023-01-06 20:40:12+00:00,4,,,"Place(_api=<tweepy.api.API object at 0x113478e48>, id='006c6743642cb09c', url='https://api.twitter.com/1.1/geo/id/006c6743642cb09c.json', place_type='city', name='Kaduna', full_name='Kaduna, Nigeria', country_code='NG', country='Nigeria', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x113478e48>, type='Polygon', coordinates=[[[7.3566227, 10.4252617], [7.4880222, 10.4252617], [7.4880222, 10.5972283], [7.3566227, 10.5972283]]]), attributes={})","Kaduna state, Nigeria",#RecoverNigeria,True,kaduna,atiku_pdp,"only pdp can #recovernigeria

for a debt free nigeria, vote pdp. http",Neutral
am_BinHamzat,"rt @officialadamzs: if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala d…",2023-01-06 20:40:09+00:00,0,,,,Nigeria,#RecoverNigeria,True,unknown,,"rt @user if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala d…",Negative
am_BinHamzat,"rt @astambaya: if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole(…",2023-01-06 20:39:30+00:00,0,,,,Nigeria,#RecoverNigeria,True,unknown,,"rt @user if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole(…",Negative
anonymousnaija_,"rt @chosensomto: i will be a guest on ait @ait_online (dstv channel 253) tomorrow morning; january 7th, 2023, from 8am-10am.
politics segme…",2023-01-06 20:37:08+00:00,0,,,,,#RecoverNigeria,False,unknown,,"rt @user i will be a guest on ait @user (dstv channel 253) tomorrow morning; january 7th, 2023, from 8am-10am.
politics segme…",Neutral
realityH8,"rt @hrh_ujuaku: my leader, h.e atiku abubakar 
has consistently shown that his
brand of politics is not defined or
inspired by any regional…",2023-01-06 20:36:49+00:00,0,,,,"Kano, Nigeria",#RecoverNigeria,True,kano,atiku_pdp,"rt @user my leader, h.e atiku abubakar 
has consistently shown that his
brand of politics is not defined or
inspired by any regional…",Neutral
Angela201045315,rt @tomakor247: the sadaunan dole kaina isn't resting on his oars. the job to #recovernigeria got yet another great boost today as alh bala…,2023-01-06 20:34:27+00:00,0,,,,,#RecoverNigeria,False,unknown,,rt @user the sadaunan dole kaina isn't resting on his oars. the job to #recovernigeria got yet another great boost today as alh bala…,Positive
OladibuF,"rt @tybabatunde: what we saw in oyo state yesterday is a vote of confidence on our incoming president,  atiku abubakar. the people made it…",2023-01-06 20:34:09+00:00,0,,,,"Lagos, Nigeria",#RecoverNigeria,True,lagos,atiku_pdp,"rt @user what we saw in oyo state yesterday is a vote of confidence on our incoming president,  atiku abubakar. the people made it…",Positive
UBando001,rt @atiku4sure: a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of the…,2023-01-06 20:33:24+00:00,0,,,,"Abuja, Nigeria",#RecoverNigeria,True,abuja,atiku_pdp,rt @user a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of the…,Neutral
Astambaya,"if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole( sardaunan dole kaina) delivered the gospel of atiku again to grassroots. the message is one #recovernigeria 

#balaparisinkebbi 4 atiku https://t.co/zvhubxtxlu",2023-01-06 20:33:11+00:00,11,,,," Gusau, Kaduna, Nigeria",#RecoverNigeria,True,unknown,atiku_pdp,"if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole( sardaunan dole kaina) delivered the gospel of atiku again to grassroots. the message is one #recovernigeria 

#balaparisinkebbi 4 atiku http",Neutral
supabara,"rt @big_kegg: nigerians get your pvc, its time to be patriotic, it’s time to let your vote count, it’s 49 days left to #recovernigeria with…",2023-01-06 20:32:47+00:00,0,,,,Port Harcourt,#RecoverNigeria,False,rivers,,"rt @user nigerians get your pvc, its time to be patriotic, it’s time to let your vote count, it’s 49 days left to #recovernigeria with…",Neutral
MoniGeorge4,"rt @laurentdarl: pdp is the only political party that can win elections in delta state. 
every other political parties are ""also ran"".

#de…",2023-01-06 20:30:10+00:00,0,,,,"Ibadan, Oyo state Nigeria ",#RecoverNigeria,True,unknown,atiku_pdp,"rt @user pdp is the only political party that can win elections in delta state. 
every other political parties are ""also ran"".

#de…",Neutral
Mikano007,"only pdp can #recovernigeria

for a debt free nigeria, vote pdp. https://t.co/mgxqtu64bo",2023-01-06 20:28:55+00:00,0,,,,,#RecoverNigeria,False,unknown,atiku_pdp,"only pdp can #recovernigeria

for a debt free nigeria, vote pdp. http",Neutral
tourezbodunrin,rt @gentleojay: listen to @akin_adesina president of african development bank recount how atiku helped him become president of the bank.thi…,2023-01-06 20:27:01+00:00,0,,,,"Ibadan, Nigeria",#RecoverNigeria,True,unknown,atiku_pdp,rt @user listen to @user president of african development bank recount how atiku helped him become president of the bank.thi…,Neutral
alaibi_j,"rt @hrh_ujuaku: remember, one is unfit to rule while the other's campaign dg was convicted of fraud. the best and only option is atiku abub…",2023-01-06 20:26:54+00:00,0,,,,"Port Harcourt, Nigeria",#RecoverNigeria,True,rivers,atiku_pdp,"rt @user remember, one is unfit to rule while the other's campaign dg was convicted of fraud. the best and only option is atiku abub…",Negative
Mikano007,"rt @auwalmuazu78: for a debt free nigeria vote @atiku and @iaokowa 🇳🇬🇳🇬
vote @officialpdpnig 
#recovernigeria https://t.co/vq8qqrdz9q",2023-01-06 20:26:27+00:00,0,,,,,#RecoverNigeria,False,unknown,atiku_pdp,"rt @user for a debt free nigeria vote @user and @user 🇳🇬🇳🇬
vote @user 
#recovernigeria http",Neutral
AtikukawaiMgLg,"rt @chosensomto: i will be a guest on ait @ait_online (dstv channel 253) tomorrow morning; january 7th, 2023, from 8am-10am.
politics segme…",2023-01-06 20:25:22+00:00,0,,,,,#RecoverNigeria,False,unknown,,"rt @user i will be a guest on ait @user (dstv channel 253) tomorrow morning; january 7th, 2023, from 8am-10am.
politics segme…",Neutral
MKopkus,"rt @tomakor247: when we say ""structure"", this is only but a bit of what we refer to. alh bala paris keeps strengthening the structure of th…",2023-01-06 20:24:26+00:00,0,,,,,#RecoverNigeria,False,unknown,,"rt @user when we say ""structure"", this is only but a bit of what we refer to. alh bala paris keeps strengthening the structure of th…",Neutral
Atiku4SURE,a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of the #atikuokowa2023 project. https://t.co/jkbq2sczwk,2023-01-06 20:23:45+00:00,16,,,,Nigeria,#RecoverNigeria,True,unknown,atiku_pdp,a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of the #atikuokowa2023 project. http,Neutral
AjoseGideonT,"rt @chosensomto: i will be a guest on ait @ait_online (dstv channel 253) tomorrow morning; january 7th, 2023, from 8am-10am.
politics segme…",2023-01-06 20:23:35+00:00,0,,,,CyberVille,#RecoverNigeria,False,unknown,,"rt @user i will be a guest on ait @user (dstv channel 253) tomorrow morning; january 7th, 2023, from 8am-10am.
politics segme…",Neutral
MKopkus,"rt @sirdanladi: ""the atiku okowa 2023 mobilisation campaign launches in kebbi state with a visit from alhaji bala paris, marking the beginn…",2023-01-06 20:23:18+00:00,0,,,,,#RecoverNigeria,False,unknown,obi_labour,"rt @user ""the atiku okowa 2023 mobilisation campaign launches in kebbi state with a visit from alhaji bala paris, marking the beginn…",Neutral
DoubleEcomedian,"rt @chosensomto: i will be a guest on ait @ait_online (dstv channel 253) tomorrow morning; january 7th, 2023, from 8am-10am.
politics segme…",2023-01-06 20:23:08+00:00,0,,,,Nigeria,#RecoverNigeria,True,unknown,,"rt @user i will be a guest on ait @user (dstv channel 253) tomorrow morning; january 7th, 2023, from 8am-10am.
politics segme…",Neutral
silastafi,"rt @karagiii: if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole( s…",2023-01-06 20:23:05+00:00,0,,,,"Federal Capital Territory, Nig",#RecoverNigeria,False,abuja,,"rt @user if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole( s…",Negative
MKopkus,rt @tomakor247: the sadaunan dole kaina isn't resting on his oars. the job to #recovernigeria got yet another great boost today as alh bala…,2023-01-06 20:22:30+00:00,0,,,,,#RecoverNigeria,False,unknown,,rt @user the sadaunan dole kaina isn't resting on his oars. the job to #recovernigeria got yet another great boost today as alh bala…,Positive
UBando001,"rt @officialadamzs: if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala d…",2023-01-06 20:22:18+00:00,0,,,,"Abuja, Nigeria",#RecoverNigeria,True,abuja,,"rt @user if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala d…",Negative
UBando001,"rt @karagiii: if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole( s…",2023-01-06 20:22:15+00:00,0,,,,"Abuja, Nigeria",#RecoverNigeria,True,abuja,,"rt @user if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole( s…",Negative
jamiu_99053,"rt @barhas59596600: if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala d…",2023-01-06 20:21:41+00:00,0,,,,Osun State,#RecoverNigeria,False,osun,,"rt @user if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala d…",Negative
MKopkus,rt @ubando001: when we talk about structure we are referring to grassroots mobilizers. alh bala paris keeps strengthening the structure of…,2023-01-06 20:21:37+00:00,0,,,,,#RecoverNigeria,False,unknown,obi_labour,rt @user when we talk about structure we are referring to grassroots mobilizers. alh bala paris keeps strengthening the structure of…,Neutral
MikanoLeader,"rt @atiku4sure: if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole(…",2023-01-06 20:21:16+00:00,0,,,,,#RecoverNigeria,False,unknown,atiku_pdp,"rt @user if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole(…",Negative
MikanoLeader,rt @karagiii: the sadaunan dole kaina isn't resting on his oars. the job to #recovernigeria got yet another great boost today as alh bala t…,2023-01-06 20:20:36+00:00,0,,,,,#RecoverNigeria,False,unknown,,rt @user the sadaunan dole kaina isn't resting on his oars. the job to #recovernigeria got yet another great boost today as alh bala t…,Positive
MikanoLeader,"rt @officialadamzs: if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala d…",2023-01-06 20:20:29+00:00,0,,,,,#RecoverNigeria,False,unknown,,"rt @user if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala d…",Negative
MikanoLeader,"rt @abdulras3hamman: ""the atiku okowa 2023 mobilisation campaign launches in kebbi state with a visit from alhaji bala paris, marking the b…",2023-01-06 20:20:27+00:00,0,,,,,#RecoverNigeria,False,unknown,obi_labour,"rt @user ""the atiku okowa 2023 mobilisation campaign launches in kebbi state with a visit from alhaji bala paris, marking the b…",Neutral
MikanoLeader,"rt @ubando001: when we say ""structure"", this is only but a bit of what we refer to. alh bala paris keeps strengthening the structure of the…",2023-01-06 20:20:19+00:00,0,,,,,#RecoverNigeria,False,unknown,,"rt @user when we say ""structure"", this is only but a bit of what we refer to. alh bala paris keeps strengthening the structure of the…",Neutral
MikanoLeader,rt @ubando001: a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of the #…,2023-01-06 20:20:13+00:00,0,,,,,#RecoverNigeria,False,unknown,,rt @user a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of the #…,Neutral
MikanoLeader,rt @ubando001: when we talk about structure we are referring to grassroots mobilizers. alh bala paris keeps strengthening the structure of…,2023-01-06 20:20:04+00:00,0,,,,,#RecoverNigeria,False,unknown,obi_labour,rt @user when we talk about structure we are referring to grassroots mobilizers. alh bala paris keeps strengthening the structure of…,Neutral
MikanoLeader,rt @awaziri7: a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of the #a…,2023-01-06 20:20:01+00:00,0,,,,,#RecoverNigeria,False,unknown,,rt @user a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of the #a…,Neutral
Ibrahimardo1,"why atiku?

atiku is an astute business man , vast with enormous knowledge and understanding of the business circle ,with international relations and connections.

#whyatiku
#recovernigeria 
#atikukawai
@atiku https://t.co/vr1iqvisms",2023-01-06 20:20:01+00:00,15,,,,Temporary Residence (Duniya).,#RecoverNigeria,False,unknown,atiku_pdp,"why atiku?

atiku is an astute business man , vast with enormous knowledge and understanding of the business circle ,with international relations and connections.

#whyatiku
#recovernigeria 
#atikukawai
@atiku http",Positive
MikanoLeader,rt @tomakor247: the sadaunan dole kaina isn't resting on his oars. the job to #recovernigeria got yet another great boost today as alh bala…,2023-01-06 20:19:53+00:00,0,,,,,#RecoverNigeria,False,unknown,,rt @user the sadaunan dole kaina isn't resting on his oars. the job to #recovernigeria got yet another great boost today as alh bala…,Positive
MikanoLeader,"rt @sirdanladi: ""the atiku okowa 2023 mobilisation campaign launches in kebbi state with a visit from alhaji bala paris, marking the beginn…",2023-01-06 20:19:50+00:00,0,,,,,#RecoverNigeria,False,unknown,obi_labour,"rt @user ""the atiku okowa 2023 mobilisation campaign launches in kebbi state with a visit from alhaji bala paris, marking the beginn…",Neutral
MikanoLeader,"rt @tomakor247: when we say ""structure"", this is only but a bit of what we refer to. alh bala paris keeps strengthening the structure of th…",2023-01-06 20:19:43+00:00,0,,,,,#RecoverNigeria,False,unknown,,"rt @user when we say ""structure"", this is only but a bit of what we refer to. alh bala paris keeps strengthening the structure of th…",Neutral
MikanoLeader,"rt @jpenshior: if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole(…",2023-01-06 20:19:40+00:00,0,,,,,#RecoverNigeria,False,unknown,,"rt @user if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole(…",Negative
Auwalmuazu78,"for a debt free nigeria vote @atiku and @iaokowa 🇳🇬🇳🇬
vote @officialpdpnig 
#recovernigeria https://t.co/vq8qqrdz9q",2023-01-06 20:18:32+00:00,11,,,,"Jos, Nigeria",#RecoverNigeria,True,unknown,atiku_pdp,"for a debt free nigeria vote @user and @user 🇳🇬🇳🇬
vote @user 
#recovernigeria http",Neutral
officialAdamzs,"if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole( sardaunan dole kaina) delivered the gospel of atiku again to grassroots. the message is one #recovernigeria 

#balaparisinkebbi 4 atiku https://t.co/boi8kejvur",2023-01-06 20:18:16+00:00,14,,,,"Jos, Nigeria",#RecoverNigeria,True,unknown,atiku_pdp,"if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole( sardaunan dole kaina) delivered the gospel of atiku again to grassroots. the message is one #recovernigeria 

#balaparisinkebbi 4 atiku http",Neutral
profade_,"rt @chosensomto: i will be a guest on ait @ait_online (dstv channel 253) tomorrow morning; january 7th, 2023, from 8am-10am.
politics segme…",2023-01-06 20:17:24+00:00,0,,,,Abuja,#RecoverNigeria,False,abuja,,"rt @user i will be a guest on ait @user (dstv channel 253) tomorrow morning; january 7th, 2023, from 8am-10am.
politics segme…",Neutral
Ibrahimardo1,"why atiku?

atiku is from a region that hasn't produced a president before(north east zone). so, in the spirit of fairness, justice and equity he deserves to contest and he won convincingly at the pdp primaries.

#recovernigeria 
#whyatiku
@atiku https://t.co/0cmruf5wgy",2023-01-06 20:17:07+00:00,12,,,,Temporary Residence (Duniya).,#RecoverNigeria,False,unknown,atiku_pdp,"why atiku?

atiku is from a region that hasn't produced a president before(north east zone). so, in the spirit of fairness, justice and equity he deserves to contest and he won convincingly at the pdp primaries.

#recovernigeria 
#whyatiku
@atiku http",Neutral
YinkaJones2,"rt @naner_fareehert: this and many more is one of the reasons governor okowa deserves to lead this country.

my people, ogheye floating mar…",2023-01-06 20:16:56+00:00,0,,,,Abuja,#RecoverNigeria,False,abuja,,"rt @user this and many more is one of the reasons governor okowa deserves to lead this country.

my people, ogheye floating mar…",Positive
Barhas59596600,"rt @elhairoos: ""the atiku okowa 2023 mobilisation campaign launches in kebbi state with a visit from alhaji bala paris, marking the beginni…",2023-01-06 20:16:24+00:00,0,,,,Ningi,#RecoverNigeria,False,unknown,obi_labour,"rt @user ""the atiku okowa 2023 mobilisation campaign launches in kebbi state with a visit from alhaji bala paris, marking the beginni…",Neutral
AjepakoH,nobody opt for the worst but you are the one giving the worst the higher chance of winning. splitting the vote to #recovernigeria from the evil of apc while test running https://t.co/lbvmpo5tkd,2023-01-06 20:15:10+00:00,0,,,,"Ibada, Nigeria",#RecoverNigeria,True,unknown,tinubu_apc,nobody opt for the worst but you are the one giving the worst the higher chance of winning. splitting the vote to #recovernigeria from the evil of apc while test running http,Negative
Atiku4SURE,rt @ubando001: a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of the #…,2023-01-06 20:14:02+00:00,0,,,,Nigeria,#RecoverNigeria,True,unknown,,rt @user a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of the #…,Neutral
AfolayanTimi22,rt @officialadamzs: a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of…,2023-01-06 20:13:40+00:00,0,,,,"Benin-City, Nigeria",#RecoverNigeria,True,unknown,,rt @user a revolution started in kebbi state today with the #balaparisinkebbi visit to kickstart the #recovernigeria process of…,Neutral
Barhas59596600,"rt @barhas59596600: if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala d…",2023-01-06 20:13:34+00:00,0,,,,Ningi,#RecoverNigeria,False,unknown,,"rt @user if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala d…",Negative
Atiku4SURE,"rt @barhas59596600: if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala d…",2023-01-06 20:12:57+00:00,0,,,,Nigeria,#RecoverNigeria,True,unknown,,"rt @user if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala d…",Negative
Zayyan_ubandoma,"rt @barhas59596600: if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala d…",2023-01-06 20:12:14+00:00,0,,,,Global Citizen ,#RecoverNigeria,False,unknown,,"rt @user if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala d…",Negative
AfolayanTimi22,"""the atiku okowa 2023 mobilisation campaign launches in kebbi state with a visit from alhaji bala paris, marking the beginning of the #recovernigeria movement. #balaparisinkebbi #atikuokowa2023"" https://t.co/pp8kglv652",2023-01-06 20:11:54+00:00,6,,,,"Benin-City, Nigeria",#RecoverNigeria,True,unknown,obi_labour,"""the atiku okowa 2023 mobilisation campaign launches in kebbi state with a visit from alhaji bala paris, marking the beginning of the #recovernigeria movement. #balaparisinkebbi #atikuokowa2023"" http",Neutral
NaNer_Fareehert,"this and many more is one of the reasons governor okowa deserves to lead this country.

my people, ogheye floating market is ready for commission.

i believe now everyone can see that governor okowa is working.

#recovernigeria https://t.co/gggzf2cvzi",2023-01-06 20:11:25+00:00,8,,,"Place(_api=<tweepy.api.API object at 0x113478e48>, id='011a942e0a0e8fb2', url='https://api.twitter.com/1.1/geo/id/011a942e0a0e8fb2.json', place_type='admin', name='Lagos', full_name='Lagos, Nigeria', country_code='NG', country='Nigeria', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x113478e48>, type='Polygon', coordinates=[[[2.7063037, 6.3703877], [4.350022, 6.3703877], [4.350022, 6.6985461], [2.7063037, 6.6985461]]]), attributes={})",Nigeria,#RecoverNigeria,True,unknown,,"this and many more is one of the reasons governor okowa deserves to lead this country.

my people, ogheye floating market is ready for commission.

i believe now everyone can see that governor okowa is working.

#recovernigeria http",Positive
Barhas59596600,"if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole( sardaunan dole kaina) delivered the gospel of atiku again to grassroots. the message is one #recovernigeria 

#balaparisinkebbi 4 atiku https://t.co/oscqdwwkt4",2023-01-06 20:11:04+00:00,29,,,,Ningi,#RecoverNigeria,False,unknown,atiku_pdp,"if you’re not connected to the grassroots, you have no business in politics.

today in kangiwa, kebbi state, alh bala dole( sardaunan dole kaina) delivered the gospel of atiku again to grassroots. the message is one #recovernigeria 

#balaparisinkebbi 4 atiku http",Neutral
